Host Name;DNS name 1;DNS name 2;State;Responsable;Critical;Priority;Type;Virt. Plataform;Fail Over Cluster or VMwware Datacenter;Business Function;Application name;Environment;Contact Team;Data center;Domain;Operating System;Time Zone;Network Adapter;MAC Address;IP Address Adapter 1;IP Address Adapter 2;IP Address Adapter 3;IP Address Adapter 4;Default Gateway;DNS Primary;DNS Secondary;SERVER MAKE;SERVER MODEL;SERVER TYPE;Console Remote Access;Service Tag (serial);Warranty end
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33
720-1;None;;OPERATING;INTEROP;YES;P1;Appliance;None;None;Data Base Server;Node AIX;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;None;;;;None;None;None;IBM;8202 E4D;IBM;None;216D47V;01/08/2017
720-2;None;;OPERATING;INTEROP;YES;P1;Appliance;None;None;Data Base Server;Node AIX;PD;;AGCO BR - Canoas;None;AIX;(UTC-03:00) Brasilia;;;None;;;;None;None;None;IBM;8202 E4D;IBM;None;216D4AV;01/08/2017
AGCANEXPC01;AGCANEXPC01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Appliance;None;None;Appliance;Jabber Server;PD;;Unknown;None;Unknown;Unknown;;;10.30.80.100/21;;;;;;;;;;None;None;None
AGCANEXPC02;AGCANEXPC02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Appliance;None;None;Appliance;Jabber Server;PD;;Unknown;None;Unknown;Unknown;;;10.30.80.101/21;;;;;;;;;;None;None;None
AGCANEXPE02;AGCANEXPE02.sa.agcocorp.com;AGCANEXPECLUSTER.sa.agcocorp.com;OPERATING;INTEROP;YES;P2;Appliance;None;None;Appliance;Jabber Server;PD;;AGCO AR - General Rodriguez;None;Unknown;Unknown;;;10.30.168.19/24;200.248.166.179;;;;;;;;;None;None;None
AGCANFW20P;AGCANFW20P;;OPERATING;AGCO;YES;P2;Physical;None;None;Infrastructure Server;Concentrador VPN;PD;Mauricio Zuccolotto;AGCO BR - Canoas;None;Unknown;(UTC-03:00) Brasilia;;;10.30.168.120;;;;;;;;;;;;
AGCANFW20P (FO);AGCANFW20P (FO);;OPERATING;AGCO;YES;P2;Physical;None;None;Infrastructure Server;Concentrador VPN;PD;Mauricio Zuccolotto;AGCO BR - Canoas;None;Unknown;(UTC-03:00) Brasilia;;;10.30.168.123;;;;;;;;;;;;
AGCANRB01P;None;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Canoas;None;Unknown;Unknown;;;10.30.20.93/22;10.30.1.11/22;10.30.0.12/22;10.30.1.3/22;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;Unknown;Unknown
AGCANRB02P;None;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Canoas;None;Unknown;Unknown;;;10.30.20.9422;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;Unknown;Unknown
AGCASRB02P;riverbed-cas.sa.agcocorp.com;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Campinas;None;Unknown;Unknown;;;10.39.8.5/24;10.39.0.6/24;;;10.39.8.1;10.30.22.138;10.30.22.139;;;;None;Unknown;Unknown
AGENSRB01P;AGENSRB01P.sa.agcocorp.com;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Ernestina;None;Unknown;Unknown;;;10.46.8.10;;;;Unknown;Unknown;Unknown;;;;None;Unknown;Unknown
AGIBIRB01P;None;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Ibirubáone;Unknown;Unknown;;;10.37.128.41/22;10.37.128.19/22;;;10.37.128.5;10.37.128.43;10.37.128.44;;;;None;Unknown;Unknown
AGJUNRB01P;None;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Jundiaíone;Unknown;Unknown;;;10.35.20.20/24;10.35.128.4/24;;;10.35.20.1;10.35.20.15;10.30.22.138;;;;None;Unknown;Unknown
AGMCZRB01P;agmczrb01p.sa.agcocorp.com;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Mogi das Cruzes;None;Unknown;Unknown;;;10.31.128.100;;;;Unknown;Unknown;Unknown;;;;None;Unknown;Unknown
AGRODRB01P;None;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - SãPaulo;None;Unknown;Unknown;;;10.38.20.12/24;10.38.0.20/30;;;10.38.20.1;10.38.20.13;10.38.20.14;;;;None;Unknown;Unknown
AGSPORB01P;None;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - SãPaulo;None;Unknown;Unknown;;;10.34.0.12/24;10.34.0.9/24;;;10.34.0.1;10.30.22.138;10.30.22.139;;;;None;Unknown;Unknown
AGSRORB02P;None;;OPERATING;AGCO;YES;P2;Appliance;None;None;Appliance;Riverbed;PD;;AGCO BR - Santa Rosa;None;Unknown;Unknown;;;10.32.144.40/22;182.2.28.4/16;;;10.32.144.12;10.32.144.42;10.32.144.43;;;;None;Unknown;Unknown
ARGSADNX01;argsadnx01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Physical;None;None;Application Server;Adonix;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2003 Enterprise (32-bit);(GMT-03:00) Buenos Aires;;;10.36.11.61/24;;;;10.36.11.1;10.38.20.13;10.36.11.10;DELL;R710;PowerEdge;Configuration Needed;CKH2QL1;04/04/2015
ARGSADNX02;None;;DECOMMISSIONED;INTEROP;NO;P3;Virtual;VMware;GRODRIGUEZ;Application Server;Adonix PY;PY;;AGCO AR - General Rodriguez;None;Windows Server 2003 Standard (32-bit);Unknown;;;10.38.20.69;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSADNX03;argsadnx03.agco.com.ar;;IMPLEMENTING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Application Server;Adonix;PD;;AGCO AR - General Rodriguez;agco.com.ar;Windows Server 2008 R2 Standard (64-bit);(GMT-03:00) Buenos Aires;;;10.36.11.63/24;;;;10.36.11.1;10.38.20.13;10.36.11.10;;;;None;None;None
ARGSDC01;argsdc01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;GRODRIGUEZ;Infrastructure Server;Domain Controller;PD;;AGCO AR - General Rodriguez;agco.com.ar;Windows Server 2003 Standard (32-bit);(GMT-03:00) Buenos Aires;;;10.38.20.211;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSDC02;argsdc02.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Domain Controller;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2003 Standard (32-bit);(GMT-03:00) Buenos Aires;;;10.36.11.10;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSDC03;argsdc03.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Domain Controller;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2003 Standard (32-bit);(GMT-03:00) Buenos Aires;;;10.36.11.8;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSDC04;argsdc04.agco.com.ar;;IMPLEMENTING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Domain Controller;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2012 R2 Standard (64-bit);(GMT-03:00) Buenos Aires;;;10.36.11.12/24;;;;10.36.11.1;10.36.11.12;10.36.11.13;;;;None;None;None
ARGSDC05;argsdc05.agco.com.ar;;IMPLEMENTING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Domain Controller;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2012 R2 Standard (64-bit);(GMT-03:00) Buenos Aires;;;10.36.11.13/24;;;;10.36.11.1;10.36.11.13;10.36.11.12;;;;None;None;None
ARGSEPO01;argsepo01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;McAfee ePolicy Orchestrator (EPO);PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2008 Standard (32-bit);(GMT-03:00) Buenos Aires;;;10.36.11.56;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSFILE02;argsfile02.agco.com.ar;;OPERATING;INTEROP;YES;P1;Virtual;VMware;HAEDO;Infrastructure Server;File Server;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Buenos Aires;;;10.36.11.14;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSMAIL01;argsmail01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Exchange 2003;PD;;AGCO BR - Canoas;agco.com.ar;Windows Server 2003 Standard (32-bit);Unknown;;;10.30.168.82;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSMAIL02;argsmail02.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Exchange 2003;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2003 Standard (32-bit);(GMT-03:00) Buenos Aires;;;10.36.11.7;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSMAN01;argsman01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Unknown;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2008 Standard (32-bit);(GMT-03:00) Buenos Aires;;;10.36.11.113;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSPRT01;argsprt01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Print Server;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2003 Standard (32-bit);(GMT-03:00) Buenos Aires, Georgetown;;;10.36.11.23;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSPRT02;argsprt04.agco.com.ar;;IMPLEMENTING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Infrastructure Server;Print Server;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2012 R2 Standard (64-bit);(GMT-03:00) Buenos Aires;;;10.36.11.24/24;;;;10.36.11.1;10.38.20.13;10.36.11.10;;;;None;None;None
ARGSPRX02;argsprx02.agco.com.ar;;DECOMMISSIONED;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;ISA Server;PD;;AGCO BR - Canoas;agco.com.ar;Windows Server 2003 Standard (32-bit);Unknown;;;10.30.168.83;;;;Unknown;Unknown;Unknown;;;;None;None;None
ARGSSEG01;argsseg01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Application Server;N/A;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2003 Standard (32-bit);(GMT-03:00) Cayenne, Fortaleza;;;10.36.11.59;;;;;;;;;;N/A;N/A;N/A
ARGSSEG02;ARGSSEG02.agco.com.ar;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;VMware;GRODRIGUEZ;Application Server;Enterprise Security Reporter;PD;;AGCO AR - General Rodriguez;agco.com.ar;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Buenos Aires;vmxnet3 Ethernet Adapter;00-50-56-B8-F2-8D;10.38.20.245/24;;;;10.36.20.1;10.38.20.13;10.38.20.14;;;;N/A;N/A;N/A
ARGSTRAN03;argstran03.agco.com.ar;;OPERATING;INTEROP;YES;P1;Virtual;VMware;HAEDO;Application Server;Aplicativo que descarga pedido de la Extranet Argentina para Adonix de DAMSA;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2008 Standard (32-bit);(GMT-03:00) Buenos Aires;Microsoft Virtual Machine Bus Network Adapter;;10.36.11.94;;;;Unknown;Unknown;Unknown;;;;N/A;None;None
ARGSWEB01;argsweb01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Application Server;Site www.deutz.com.ar;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2003 Web Edition (32-bit);(GMT-03:00) Buenos Aires;;;10.36.11.71;;;;Unknown;Unknown;Unknown;;;;N/A;None;None
ARGSWTS01;argswts01.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Application Server;Anviz;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Buenos Aires;;;10.36.11.241;;;;Unknown;Unknown;Unknown;;;;N/A;None;None
ARGSWTS02;argswts02.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;GRODRIGUEZ;Application Server;WTS DAMSA;PD;;AGCO AR - General Rodriguez;agco.com.ar;Windows Server 2008 Standard (32-bit);(GMT-03:00) Buenos Aires;;;10.38.20.238;;;;Unknown;Unknown;Unknown;;;;N/A;None;None
ARGSWTS11;argswts11.agco.com.ar;;OPERATING;INTEROP;YES;P2;Virtual;VMware;HAEDO;Application Server;LISPI32;PD;;AGCO AR - Haedo;agco.com.ar;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Buenos Aires;;;10.36.11.242;;;;Unknown;Unknown;Unknown;;;;N/A;None;None
BACKUP;None;;OPERATING;INTEROP;YES;P3;Virtual;VMware;IBIRUBA;Infrastructure Server;Dedalus;PD;;AGCO BR - Ibirubáone;Linux 2.4.26;Unknown;;;192.168.40.254;;;;10.37.128.5;sa.agcocorp.com;10.11.12.14;;;;N/A;None;None
BROKER_JDE;broker_jde.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;Broker JDE_BRA_PD;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;;;10.30.20.145/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;;;
canlrund;canlrund.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Unknown;PY;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.23.60/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANLRUNDECK01DV;canlrundeck01dv.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Rundeck;DV;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.23.30;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;N/A;None;None
CANLRUNDECK01P;canlrundeck01p.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Integration tasks;PD;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);(UTC-03:00) Brasilia;;;10.30.22.25/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;None;None
CANLRUNDECK01PY;canlrundeck01py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Data Base Server;Unknown;PY;;AGCO BR - Canoas;sa.agcocorp.com;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.22.200;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;None;None
CANLSOMAV01D;canlsomav01d.sa.agcocorp.com;cansapp17dv.sa.agcocorp.com;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;SalesOrderMonitor (SOM);PD;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.20.22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;None;None
CANLSOMAV01P;canlsomav01p.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;SalesOrderMonitor (SOM);PD;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.20.49;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;None;None
CANLSOMAV01Q;canlsomav01q.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;SalesOrderMonitor (SOM);PD;;AGCO BR - Canoas;None;Ubuntu 14 Linux (64-bit);Unknown;;;10.30.20.43;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;None;None
CANSADMT01DV;CANSADMT01DV.agco_dsv.com.br;;IMPLEMENTING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Infrastructure Server;Active Directory Migration Tool;DV;;AGCO BR - Canoas;agco_dsv.com.br;Windows Server 2012 R2 Standard (64-bit);;;;10.30.23.57/22;;;;;;;;;;;;
CANSAPP01;cansapp01.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;JDE (Canoas);PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:6B:8C;10.30.20.170/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP01_new;;;IMPLEMENTING;INTEROP;;;Virtual;VMware;CANOAS;Application Server;JDE (Brasil);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);;;;10.30.23.145/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP02;cansapp02.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;JDE (Canoas);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(GMT-03:00) Brasilia;;;10.30.23.146/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP02.old;cansapp02.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;JDE (Canoas);PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:2B:75;10.30.20.171/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP03;cansapp03.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;Epsilon;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter #2 ;00:22:19:63:EC:CA;10.30.20.173/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP03PY;cansapp03py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Epsilon Publisher;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00-50-56-B8-5B-CD;10.30.22.90/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP04PY;None;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;N/A;N/A;N/A;replica server for windchill - Canoas;PY;;AGCO BR - Canoas;None;N/A;(UTC-03:00) Brasilia;;;10.30.20.13.old;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;N/A;N/A
CANSAPP05;cansapp05.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;JDE (Mogi);PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:1D:78;10.30.20.26/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP05_new;;;IMPLEMENTING;INTEROP;;;Virtual;VMware;CANOAS;Application Server;JDE (Brasil);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);;;;10.30.23.147/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP05PY;cansapp05py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;Novo Compilador Delphi;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:4F:00;10.30.20.148/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP06;cansapp06.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;JDE (Mogi);PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 R2 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:51:C1;10.30.20.179/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP06_new;;;IMPLEMENTING;INTEROP;;;Virtual;VMware;CANOAS;Application Server;JDE (Brasil);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);;;;10.30.23.148/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP07PY;cansapp07py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Physical;None;None;Application Server;Develop Server;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Intel® PRO/1000 PT Dual Port Server Adapter;00:15:17:93:F7:AA;10.30.22.99/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;Configuration Needed;5H7KMH1;23/10/2013
CANSAPP08;cansapp08.sa.agcocorp.com;;IMPLEMENTING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Infrastructure Server;Epsilon;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.21.209/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP09;cansapp09.sa.agcocorp.com;;OPERATING;INTEROP;;;Virtual;VMware;CANOAS;Application Server;JDE (IbirubáPD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.149/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSAPP09old;cansapp09.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;JDE (IbirubáPD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2003 Enterprise (32-bit);(GMT-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:1D:67;10.30.20.132/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;None;None
CANSAPP10;cansapp10.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;SolarWinds ;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;;10.30.20.20/22;;;;10.30.20.1;10.30.22.138;10.30.22.139;;;;None;None;None
CANSAPP100;CANSAPP100.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;Unknown;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.23.100/22;;;;10.30.20.1;10.30.22.139;10.30.22.140;;;;None;None;None
CANSAPP100PY;cansapp100py.sa.agcocorp.com;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;VMware;CANOAS;Application Server;SQL Server 2014;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);Unknown;;;10.30.22.151/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;N/A;N/A
CANSAPP101;None;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;N/A;N/A;Application Server;N/A;PD;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Intel 21140-Based PCI Fast Ethernet Adapter;00-15-5D-16-2E-30;10.30.22.193;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP101PY;None;;DECOMMISSIONED;INTEROP;NO;P5;Virtual;N/A;N/A;Application Server;DAMSA/AGCO e WARRANTY ;PY;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-3F-63;10.30.22.144;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;N/A;N/A;N/A
CANSAPP102;cansapp102.sa.agcocorp.com;;OPERATING;INTEROP;YES;P1;Virtual;VMware;CANOAS;Application Server;SAP PI;PD/DR;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;vmxnet3 Ethernet Adapter;00:50:56:B8:16:9B;10.30.22.160/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP102PY;cansapp102py.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;SAP PI;PY;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Standard (64-bit);(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:14:3F:53;10.30.22.161/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
CANSAPP103;None;;DECOMMISSIONED;INTEROP;YES;P5;Virtual;N/A;N/A;Application Server;Servidor MVS (Integraç BB);PD;;AGCO BR - Canoas;sa.agcocorp.com;N/A;(UTC-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00:15:5D:16:2A:84;10.30.22.203;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP104;cansapp104.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Infrastructure Server;Certification Authority Server (CA);PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 R2 Enterprise (64-bit);(UTC-03:00) Brasilia;Intel(R) PRO/1000 MT Network Connection ;00:50:56:A2:60:18;10.30.22.183/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;None;None;None
CANSAPP106PY;CANSAPP106PY.sa.agcocorp.com;;OPERATING;INTEROP;NO;P3;Virtual;VMware;CANOAS;Application Server;USM-automaç reset de senha JDE;PY;Lissiane Azeredo;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2012 R2 Standard (64-bit);(UTC-03:00) Brasilia;;;10.30.20.114/22;;;;10.30.20.1;10.30.22.139;10.30.22.138;;;;N/A;N/A;N/A
CANSAPP107;cansapp107.sa.agcocorp.com;;OPERATING;INTEROP;YES;P2;Virtual;VMware;CANOAS;Application Server;ActiveMQ - CAE;PD;;AGCO BR - Canoas;sa.agcocorp.com;Windows Server 2008 Standard (32-bit);(GMT-03:00) Brasilia;Microsoft Virtual Machine Bus Network Adapter;00-15-5D-14-3E-82;10.30.22.202/22;;;;10.30.20.1;10.30.22.140;10.30.22.139;;;;None;None;None
